incident_summary,true_label,pred_label,raw_output
SFs killed a CPI-Maoist cadre at Hurwa forest in Khunti District of Jharkhand and recovered the body with arms and ammunition.,Security,Security,Security
State Home Minister and Gadchiroli guardian minister R.R. Patil said he supports a truce with the Naxalites for the sake of the District's development. He said if Naxalites put down their arms for five years the District would definitely see development. He was speaking during the Independence Day celebrations on August at Gadchiroli. Four Naxalites surrendered arms in his presence on the occasion.,Maoist,Unknown,Unknown
SF personnel and CPI-Maoist cadres exchanged fire in Gundia Reserve Forest area of Kalahandi District leading to the recovery of Maoist literature and some other items from their camp,Security,Unknown,Unknown
One policeman was killed and 12 other were injured when CPI-Maoist cadres ambushed their mini-bus near Topchachi Police Station in Dhanbad District. Two of the injured are said to be in critical condition.,Maoist,Maoist,Maoist
"The Maoists blew up a bridge near Padnatand village in Giridih District, a day ahead of the polling for six Lok Sabha seats from the State.",Maoist,Maoist,Maoist
Police unearthed an arms dump of the cadres of the CPI-Maoist in Mailapadu mandal of Srikakulam District and recovered a large quantity of explosives.,Security,Maoist,Maoist
"A joint squad of Kanker District Force and BSF personnel arrested a Maoist, identified as Raje, from Siksoda Police Station limits during a search operation in Kanker District of Chhattisgarh.",Security,Security,Security
"The BSF personnel diffused two landmines along the Boipariguda-Malkangiri road in Koraput District of Odisha. ""The Maoists had planted the two powerful landmines, weighing around 10 kg each to target the BSF personnel,"" said Boipariguda IIC Ashok Mohapatra.",Maoist,Maoist,Maoist
Three constables of the Orissa Police were killed and as many injured when CPI-Maoist cadres triggered a landmine blast at Badarpanga village in the Kotagarh area in Kandhamal District.,Maoist,Maoist,Maoist
"Encounters between the Maoists and Security Forces continued at three other places, besides Salboni.",Unknown,Unknown,Unknown
"Two CPI-Maoist cadres were shot at in a gun battle, which began during a search operation, at Gamahria under Adki Police Station area in Khunti District. One of them might have died ""as per our information"", Superintendent of Police Manoj Kaushik said. The two were, however, taken away by their associates. About hundred bullets were exchanged in the one-hour gun-battle, he said adding an Improvised Explosive Device (IED) weighing about 50 kilograms was later recovered from under a culvert.",Security,Maoist,Maoist
"CPI-Maoist cadres killed Manoj Yadav, a villager by beheading him in Karhara in Jamui District of Bihar for non-payment of extortion. The Maoists left a leaflet on the spot to specify reasons for killing the villager, Police said.",Maoist,Maoist,Maoist
"SFs comprising four battalion of the CRPF-215, two companies of the STF and the District Police arrested three CPI-Maoist cadres, identified as Naresh Turi, Behari Manjhi and Lucas Khairbar, and seized some explosives in a search operation launched in the forest areas two villages - Pathakchak and Chhuchunariya under Khaira and Sikendra blocks in Jamui District of Bihar bordering Jharkhand. One can bomb weighing about 10kg, one live cartridge of AK-47 rifle besides huge quantity of ammonium sulphate, three pieces of gelatine, two detonators, 25 pressure cookers meant for cooking food, one heavy battery, medicines, powder milk and syringes for injecting medicines were seized by the SFs.",Security,Security,Security
About 24 armed CPI-Maoist cadres set ablaze a railway Station in the Munger District after asking people to move out.,Maoist,Maoist,Maoist
"CPI-Maoist cadres killed a man, identified as Arjun Petta Madavi (27), suspecting him to be a Police informer, in Gadchiroli District. The body of Madavi was found near Kalhed village in Sironcha division of the District.",Maoist,Maoist,Maoist
"Two hardcore female Maoists, identified as Soni alias Shyambati and Jaldai, were arrested by a team of Kondagaon Police, from Bhanpuri area in Raipur District.",Security,Security,Security
"The 133rd Battalion of the CRPF and the District Police arrested three cadres of the CPI-Maoist, including a woman, from Tamar-Arki road in Ranchi District. Four quintals of explosives and a large number of gelatine sticks were recovered from the Maoists",Security,Security,Security
"The cadres of the CPI-Maoist raided Kathor village in Munger District and set ablaze a thatched house, ASP S. B. Lande said, adding no one was injured in the incident.",Maoist,Maoist,Maoist
"A 'commander' and another 'deputy commander' of the CPI-Maoist, also a married couple, surrendered before the Gadchiroli District Police of Maharashtra. The surrenders took the tally to 29 so far this year. Maharu Mudiyami, alias Sukku, former 'commander' of Platoon 18, surrendered along with his wife Girija Jhuri, ex-deputy commander of Bhamragarh-Gatta dalam. While Mudyami carried a reward of INR 1.2 million on his head, Girija carried a reward of INR 600,000. The two had served the movement together for more than a decade.",Maoist,Maoist,Maoist
The CPI-Maoist cadres blew up a stretch of railway track between Dania Railway Station in Bokaro of Jharkhand and Jageshwar Station of Bihar under South Eastern Railway in Bokaro District disrupting train services.,Maoist,Maoist,Maoist
"Odisha Police arrested three cadres of the CPI-Maoist during a combing operation by the SOG troopers from Jareikela area in Jharkhand. The arrestees are identified as Aditya, Ajaya and Fingraj. The Police recovered explosives of huge quantity and Maoists leaflets from them.",Security,Security,Security
"Two top CPI-Maoist women 'commanders', identified as Yasoda Kumari alias Urmila (20) and Naiti Kumari alias Pramila (19), surrendered before Ranchi Zonal IG MS Bhatia after being subjected to sexual harassment.",Maoist,Maoist,Maoist
The joint Security Forces conducted a raid in Baro (12) Mile forest in Ranibandh Police Station area of Bankura District and arrested three cadres of the CPI-Maoist.,Security,Security,Security
"One civilian was killed in a cross firing between CPI-Maoist and PLFI cadres, at Pondegar under Bandgaon Police Station area in West Singhbhum District.",Maoist,Unknown,Unknown
"The East Singhbhum District Police recovered and subsequently defused nine ‘cans bombs’ near Digha village under Ghatshila Police station. ""Two of the can bombs weighed 10kg, whereas the remaining seven bombs were of comparatively lesser power, ranging from 2kg to 3kg,"" said the East Singhbhum Superintendent of Police, Navin Kumar Singh. He also said that the ‘can bombs’ were planted by the left-wing extremists to cause damage to the Police and paramilitary forces.",Maoist,Maoist,Maoist
"A Police team from Gondia District found twenty kilogram of gelatine explosives from Piparkhari village and 20 kilogram from Parsodi Dhamditola forests, with some detonators as well, in Gadchiroli District.",Security,Unknown,Unknown
"Over 45 heavily-armed cadres of the CPI-Maoist set ablaze three campaign vehicles at Badakihathiya in Munger District. The Maoists stopped the vehicles belonging to RJD, Congress and Janvadi Samajwadi Party in a forest area, pulled the occupants out and assaulted them before setting ablaze the vehicles. The vehicles were used for campaigning by party candidates for Tarapur Assembly constituency in Bihar, which would go to poll in the fourth phase on November 1.",Maoist,Maoist,Maoist
A 15 kilogram cane bomb was recovered from Deochand Dih village in the Dumaria Police Station area in the District.,Security,Unknown,Unknown
"Two CPI-Maoist cadres, identified as E. Gattaiah, ‘central organizer’ of Manthani local guerrilla squad, and E. Narayanaand, and one Praja Prathighatana member, identified as N. Ramlal Nayak, surrendered before the Superintendent of Police Y. Gangadhar in Karimnagar.",Maoist,Security,Security
"A CPI-Maoist leader and the second-in-command of the Sambalpur-Deogarh-Sundargarh Division of the Maoist, identified as Sunya Negi (32), surrendered in Sambalpur District.",Maoist,Maoist,Maoist
"A CPI-Maoist cadre, Budhram Telam who was the part of a Maoist squad allegedly planning to ambush security personnel in Dantewada District of Chhattisgarh, was arrested from Nerli Ghat forests under Bacheli Police Station limits of Dantewada District along with tiffin bomb.",Security,Security,Security
The Police recovered 12 kilograms of explosive powder and other material during a search operation in a forest at Jalmandih under Rania Police Station area of Khunti District.,Security,Unknown,Unknown
"Four cadres of the JPC, a break away faction of the CPI-Maoist, were arrested from Lesliganj area in Palamau District. A revolver and live cartridges were seized from the arrested Maoists.",Security,Security,Security
"Four members of the CPI-Maoist surrendered before Police in Bijapur District of Chhattisgarh. The surrendered Maoists are identified as Veko Moti alias Poyam Sarita, the LGS 'commander', Poyam Bomda alias Anil, the LOS 'commander' of Maoists in Telangana and Kurham Pandu and Arjun Voyami, who worked for Maoists in Chhattisgarh, surrendered before Bastar range IG of Police S.R. Kalluri.",Maoist,Maoist,Maoist
Naxalites attack a Police patrolling team under Khijarsarai Police station limits in the Gaya District killing two Police personnel and injuring two others.,Maoist,Maoist,Maoist
"Suspected cadres of the CPI-Maoist killed Nihar Mahato (35), an active member of the ruling CPI-M, at Kamariya village in Lalgarh region of West Midnapore District.",Maoist,Maoist,Maoist
"Two CRPF troopers were injured during a joint operation of Chhattisgarh Police and CRPF in and around in Abujmaadh region in Bastar District for about two weeks, Chhattisgarh DGP Anil M Navaney said.",Security,Unknown,Unknown
"Three CPI-Maoist cadres, each carrying a reward of INR 5000, were arrested from Dantewada District.",Security,Security,Security
"Three 'suspected' CPI-Maoist cadres, identified as Dasru Ram Mandavi (40), Kamlu Korram (45) and Budhu Korram (35), were arrested during a search operation by SF personnel at Oyanger village forests under Orchha Police Station limits in Narayanpur District.",Security,Security,Security
"Two cadres of the CPI-Maoist, including a woman, were shot dead by Security Forces (SFs) in a 20-hour-long encounter near Korba and Rabo villages in Khunti District. The slain Maoists were identified as Mashi Munda and Chotki Munda. According to Police, Chotki is a relative of Kundan Pahan, South Chhotanagpur zonal committee commander of the CPI-Maoist. Two suspected women cadres were also arrested from the encounter site. ""We suspect both of them are female cadres of the outlawed outfit,'' Khunti Superintendent of Police Manoj Kaushik said. The SFs also recovered 40 detonators, electrical wires, medicines and bags from the encounter site.",Security,Security,Security
"Five CPI-Maoist cadres, identified as Hidmu Kohrami (22), Lakhmu Benjam (28), Vacham Raju (26), Madvi Baman (24) and Padam Muio (23), were arrested from Tungeli village in Bijapur District of Chhattisgarh.",Security,Security,Security
"Two BSF personnel were killed by the CPI-Maoist cadres in the third phase of Jharkhand Assembly elections. The elections for 11 seats in the 81-member House registered a turnout of 55 per cent. Maoists, who had given a call for poll boycott, fired at a BSF patrol party near the Sarasdangal forest in Dumka District, killing head constable Dharamvir Singh and constable Dinesh Sharma, Inspector-General of Police V. H. Desmukh said. The BSF personnel, on a road-opening mission for the passage of polling personnel, returned the fire, he said. The fourth phase is scheduled for December 12 and the fifth and final round on December 18. The results will be announced on December 23.",Maoist,Maoist,Maoist
One trooper of the State's Special Security Battalion was injured in a mine blast triggered by the Left Wing Extremists (LWE) near a culvert on river Jhanjabati between Naraynpatna and Laxmipur in Koraput District.,Maoist,Maoist,Maoist
"A CPI-Maoist cadre, identified as Panchuram, carrying cash reward of INR 20,000 on his head, was arrested from Badagai village about 60 kilometres from Kondagaon District headquarters.",Security,Security,Security
"One CPI-Maoist cadre, identified as Lakhmu alias Surjuram, was arrested by Police along with a rifle at Banskot village under Badhgaon Police station limits of the Kanker District. He was wanted in four incidents in the Pakhanjur and Badhgaon Police station area. Another Maoist, identified as Mangruram, was arrested along with a rifle during a raid conducted by Aamaguda Police at Matla village in the same District.",Security,Security,Security
"A PLFI cadre, identified as Pratap Singh, surrendered with his locally-made pistol and 10 rounds of ammunition before the Police at Khunti.",Maoist,Security,Security
"As many as 38 Naxals, including seven women cadres, surrendered in Narayanpur District of Chhattisgarh, citing 'empty' CPI-Maoist ideology and 'wrong policies'. ""Citing frustration with empty Maoist ideology and their wrong policies, the ultras turned up before senior Police and ITBP officials at Narayanpur District headquarters,"" said Narayanpur SP, Abhishek Meena. Among the cadres was Punaye Bai (40), who was active as the head of DAKMS in the region and was carrying a reward of INR 100,000 on her head, he said.",Maoist,Maoist,Maoist
"Sobha alias Budhuni Munda, women’s wing chief of the erstwhile Maoist Communist Centre (MCC), was re-arrested by the Jharkhand Police immediately after her release from the Rourkela special jail along with her two associates, Panjya alias Bijaya Tudu and Ranjan alias Rahul Munda. Earlier, the additional District judge (fast track), acting on the orders of the Orissa High Court, had released them. The Jharkhand Police said that the three were re-arrested for various criminal cases pending against them in different Police stations in Jharkhand.",Security,Security,Security
SFs recovered arms and ammunitions from Kuntia forest area under Sonua Police Station limits of West Singhbhum District of Jharkhand.,Security,Unknown,Unknown
"Two unidentified gunmen on a motorbike killed a shop owner, Anand Tiwari, at Piparwar in Chatra District.",Unknown,Unknown,Unknown
"Police arrested suspected CPI-Maoist cadre, Sanjay Yadav from Sheikhbigha village under Khizersarai Police Station in Gaya District",Security,Security,Security
"SFs recovered a huge cache of explosives hidden by Maoist from the forests in two different locations under Bundu Police Station of Ranchi District. Acting on tip-off that explosives being hidden in the forests of Pachakam and Churki forests, two companies of SFs launched massive search operations and recovered 257 high explosive gelatine bars, more then 100 pieces of detonators, 50 meter fuse wire, two 9mm pistols, a locally-made pistol, three claymore mines and Maoist uniforms and bags.",Security,Security,Security
"A tribal village priest, identified as Irma Kabasi (45), was killed by CPI-Maoist cadres at Supalu village near Poteru in the Kalimela area of Malkangiri District.",Maoist,Maoist,Maoist
"The Mirzapur  Police arrested a Naxal identified as Dinesh Ram, a resident of Rohtas District, wanted in eight criminal cases from Rohtas District of Bihar.",Security,Security,Security
"Four supporters of the CPI-M were killed by suspected cadres of the CPI-Maoist during their bandh (shutdown). Bullet riddled dead bodies of Ashok Ahir, Swapan Ahir, Sanatan Ahir and Nazrul Mir were found on Silda-Bankura State highway at Belpahari near Anthela village in West Midnapore District.",Maoist,Maoist,Maoist
"Seven cadres of the Bastar Divisional Committee of CPI-Maoist, including four women, surrendered before the IG Bastar range, TJ Longkumer and SP Rahul Bhagat in Kanker District. ""The surrendered Maoists carry a cash reward of varying amounts from INR 5, 000 to INR 300, 000 cash. This is the first time that the members of the divisional committee have surrendered before the Police,"" Longkumer said. Among those surrendered include 'platoon commander' of the East Bastar Divisional Committee, Sunil Kumar Matlam alias Rajesh Kumar and his wife Jenni alias Jayanti Kutari, who is a 'commander' of the Maoist cultural division called Chetna Natya Mandali; Jan Militia 'commander' of Pratappur range Ramdas and his wife Panidobir, Koelibera 'deputy commander' Susheela, Sitapur Local Organising Squad 'commander' Jaylal and his wife Asmani alias Sanay, besides Samo Mandvi, cadre of the 'platoon number 25' being operational in the Raoghat area of Kanker.",Maoist,Maoist,Maoist
"Maoists triggered a landmine blast killing a CRPF head Constable and leaving 11 personnel injured in Morli forest area near Kunta town of Sukma District. The incident took place as CRPF personnel, deputed to ensure security to road works from Kunta to Gollapalli, were patrolling the area.",Maoist,Maoist,Maoist
"Three villagers, including a village ward member, were allegedly killed in firing by SFs during a combing operation against LWEs in Karlapat forest in Odisha's Kalahandi District. The SF personnel fired upon villagers near Nishanguda village under the Bhawanipatna Sadar Police Station in the afternoon. Three persons died on the spot while two others were rushed to the District Headquarters Hospital, Bhawanipatna. Three victims have been identified as Jayashankar Nayak, a ward member, Sukru Majhi and Jaya Majhi. Two injured were teenagers - Arjun Majhi and Jaya Majhi. ""Personnel of the district police and the Special Operations Group began the anti-Maoist operation in the forest last Friday [November 13].",Security,Security,Security
"At least five Naxalites were injured in an encounter with a team of Gadchiroli District Police in the forest area of Kotni under Kasansur sub-Police station in Etapalli tehsil (revenue division). A small cache of arms including a rifle, three Bharmars (manually loading guns), three kilograms of explosives, a hand grenade, 41 live cartridges, 300 feet long wire, along with pittus (backpacks), uniforms, literature and medicines were recovered from the site.",Security,Maoist,Maoist
A claymore mine weighing about 12 kilograms was spotted by farm workers and subsequently defused by the Police on the rail track near Gate Karepalli village in the Khammam District. The mine was reportedly planted by the CPI-Maoist as part of their economic blockade programme on June 26-27.,Maoist,Maoist,Maoist
"Basudev Bhoi, a Left Wing Extremist (LWE) and an aide of Sabyasachi Panda, the leader of the Odisha Maobadi Party (OMP) surrendered before Police in Kandhamal District. Bhoi from Kandhamal's Kambanaju village had joined the OMP about eight months ago and received gun training in a Maoist camp. But he escaped from a Maoist camp just two days before the encounter at Bhaliaguda on November 14.",Maoist,Maoist,Maoist
Naxals have set two trucks on fire in a village near Gaya District. The incident was confirmed by Gaya city SP Rakesh Kumar.,Maoist,Maoist,Maoist
The CPI-Maoist cadres killed a villager in Gumla District.,Maoist,Maoist,Maoist
"A former cadre of CPI-Maoist, identified as Naman Kandulna, was killed by his mates in Goeilkera area of West Singhbhum District of Jharkhand.",Maoist,Maoist,Maoist
"A CPI-Maoist cadre, identified as Kaleshwar Mahto, considered close to Kundan Pahan, was arrested from Chowka in Saraikela-Kharsawan District.",Security,Security,Security
"Munger Police on recovered one foreign made rifle and a pistol, INR 1 lakh in cash and two country made pistols from a place at village Ponkari under the Haveli Kharagpur Police Station in a raid. Haveli Kharagpur Sub Divisional Police Officer A. Chandra said Police recovered 200 kilograms raw materials meant for manufacturing bombs. Equipment for manufacturing firearms were also recovered during the raid. Police have taken two persons, Ajay Kumar and Pawan Kumar, under custody for interrogation. The village is a Maoist stronghold, Police said.",Security,Security,Security
"Superintendent of Police Ch. Srikanth gave a cheque for INR 200, 000 to surrendered woman Naxalite G. Vijayalakshmi in Kurnool District.",Maoist,Security,Security
"One CPI-Maoist cadre, identified as Bako Maso, was killed during an exchange of fire between Police personnel and the extremists in the forest near Dalmer village under Bhairamgarh Police station limits of Bijapur District. The Maoists attacked the Police personnel who were combing the area and fled as Police opened fire. Police subsequently recovered the dead body of the Maoist along with a 12.bore rifle, one tiffin bomb and explosives from the encounter site",Security,Maoist,Maoist
Security force personnel of the special operation squad (C-60) of Gadchiroli District recovered a steel box filled with seven kilograms of explosives buried near the Allapalli-Sironcha road near village Mosam under Aheri Police station. The device was connected to a 20-foot long wire leading to a detonator. Police sources said that naxalites had planned to detonate the explosives targeting the security forces.,Security,Maoist,Maoist
"Wife of senior politburo member Kisan Da, Sheela di was arrested from Tenughat jail gate in Bokaro District, immediately after being released on bail granted to her by Jharkhand High Court.",Security,Unknown,Unknown
"Police arrested a CPI-Maoist cadre, identified as Sunil Dangi, along with material used for landmine explosions and other documents in Gaya District of Bihar.",Security,Security,Security
"The Mumbai Police recovered 917 live cartridges and arrested one person in this connection. The Joint Commissioner of Police, Rakesh Maria, said that Mumbai-based Mansood Khan was arrested along with 500 live cartridges and another 417 were found atop a public toilet. All the live rounds were reportedly of firearms .30, .32, 9 mm and .375 and 12 bore. They are good quality foreign-made cartridges, Maria added.",Security,Unknown,Unknown
"11 persons, including eight CPI-Maoist cadres and three SPOs, were killed in an encounter during a search operation at Neelamdagu village in the Kistaram forest area of Dantewada District.",Unknown,Unknown,Unknown
"The cadres of the PLFI set ablaze a bus in Gumla District. The bus coming from Ambikapur of Chhattisgarh and on way to Ranchi was stopped by the cadres near Khatkor village, the passengers were asked to disembark, and the bus was later set ablaze by the PLFI cadres, Police said.",Maoist,Maoist,Maoist
"Four Maoists belonging to the Peddapalli Local Guerilla Squad kill Telangana Rashtra Samithi (TRS) leader, P Balwanth Rao, in the Kalva Srirampur area of Kurnool District.",Maoist,Maoist,Maoist
"Two CPI-Maoist cadres, identified as Dashrath Korram (30) and Dhaniram Korram (30), carrying cash reward of INR 2,000 each on their heads were arrested by a local Police team from a weekly market at Totar village under Mardapal Police Station limits in Kondagaon District of Chhattisgarh. They worked as Aadanar Maoist people's militia members.",Security,Security,Security
The SFs recovered 120 landmines besides firearms and other weapons in the Lalgarh area of West Midnapore District.,Security,Unknown,Unknown
"Around 100 armed Maoists attacked the Kothi Police Station in Gaya District where one company each of the Bihar Military Police, District Armed Police and Special Auxiliary Force were stationed, City SP Ratnamani Sanjeev said.",Maoist,Maoist,Maoist
"CPI-Maoist cadres blew up a state-run Bojhayat middle school in Jamui District. Jamui Superintendent of Police Jitendra Rana said a group of armed Maoists used ""cylinder bombs"" to blast the school building.",Maoist,Maoist,Maoist
A local contractor named Madvi was killed by suspected Maoists in Perivalli in Gadchiroli District.,Maoist,Maoist,Maoist
"Cadres of the CPI-Maoist killed five Policemen in Khunti District and decamped with their weapons. The incident occurred around 2.15 pm near Rahe village under Sonahatu block, 30 km from Tamar in Khunti District, when the Policemen were returning on foot after patrolling in the morning when the Maoists ambushed them. ""They opened indiscriminate firing, leaving them no scope to retaliate,"" said Director General of Police V. D. Ram who was supervising the combing operation in the area.",Maoist,Maoist,Maoist
"A villager, Hyuka Munda, was killed and his wife was injured when a group of suspected CPI-Maoist cadres led by Khogra Munda attacked them at Jamua village in East Singhbhum District. Khogra also reportedly suffered some injury when Hyuka's wife retaliated with an axe but managed to escape. But he left behind his 9-mm pistol, magazine and a cellular phone.",Maoist,Maoist,Maoist
Cadres of CPI-Maoist dragged Mayabai Dugga (40) out of her house at Saitola village in Dhanora tehsil of Gadchiroli District and slit her throat.,Maoist,Maoist,Maoist
The Maoists abducted a tribal youth from the same area in the District.,Maoist,Maoist,Maoist
"Two CPI-Maoist cadres were arrested by the Madhya Pradesh Police. Singrauli District SP, Irshad Wali said, ""The members belonged to the Renga Yadav dalam. One of them had killed Renga in June and was trying to regroup the dalam."" The arrested duo was mainly running extortion rackets in Singrauli and bordering Chhattisgarh, the Police claimed. ""We also seized some weapons, along with some live ammunition from them,"" said the SP.",Security,Security,Security
"Maoist rebels torched an under construction police station in Mudhia Mohara village in Dongargarh are in Rajnandgaon District of Chhattisgarh. According to the Police, about 30-40 armed Maoists reached the under construction site at around 11:30 pm and poured kerosene in the building and set it on fire. They also assaulted the watchman who was guarding the building and took away his cell phone.",Maoist,Maoist,Maoist
"The CPI-Maoist cadres killed a local leader of the ruling CPI-M, identified as Shasthi Bawri, inside the party office at Khairasol in Birbhum District.",Maoist,Maoist,Maoist
"Two suspected CPI-Maoist cadres were killed in an overnight encounter with the SFs in the dense forest of Bijapur District. Acting on a tip off, the CRPF personnel in the night of September 16 launched a search operation in the forest under Dharampur Police Station area where some Maoists were scheduled to meet. ""Seeing the CRPF jawans (personnel), they started firing which was retaliated by the security personnel. In the ensuing gun battle, which lasted till this morning (September 17), two Naxalites have been killed,"" an unnamed senior CRPF official said.",Security,Security,Security
"Six cadres of the CPI-Maoist allegedly involved in the killing of 16 Police personnel in Gadchiroli District in 2009, surrendered before State Home Minster R. R. Patil at Gadchiroli.",Maoist,Maoist,Maoist
"A band of around 150 CPI-Maoist cadres barged into the Vairagadh gram panchayat and set ablaze the gram panchayat building in Armori taluka, around 55 kilometres away from Gadchiroli District, leading to a loss of around INR 10 million.",Maoist,Maoist,Maoist
"The CPI-Maoist cadres stormed a marriage function and killed the bridegroom by slitting his throat before the guests at Koder village in the Bijapur District. The Maoists fled from the scene after killing Laxman Parlipal, who used to assist security forces at the Cherpal relief camp.",Maoist,Maoist,Maoist
"The cadres of the CPI-Maoist shot dead Ananta Mukherjee, a local leader of the ruling CPI-M, and critically injured his security guard, identified as Amarendra Mondal, at Silda near Jhargram in West Midnapore District.",Maoist,Maoist,Maoist
"A CPI-Maoist couple surrendered before Police in Warangal District. B Bhikshapathi, a 'divisional committee member' carrying a reward of INR 500,000 on his head, surrendered along with his wife P Rukmini before Warangal Urban SP A.K. Jha. Rukmini was carrying reward of INR 100,000, SP Jha said.",Maoist,Maoist,Maoist
"About 25-30 Maoists attacked the premises of Saaj Infracon, a Patna-based company, and briefly took around 10-15 labourers hostage in Muzaffarpur District.",Maoist,Maoist,Maoist
"A supporter of the ruling CPI-M, Nirmal Routh, abducted by the CPI-Maoist cadres in West Midnapore District, managed to escape from captivity despite being shot twice. Routh was abducted in the night of August 4 by a gang of 12 armed Maoists from his residence at Nayagram in Gopiballavpur block in the District and taken to a deep forest.",Maoist,Maoist,Maoist
"Maoists triggered a blast at Satbahani railway station in Palamau District, some 170 kilometres from Ranchi and abducted the station manager, a Police official said.",Maoist,Maoist,Maoist
A CPI-Maoist cadre was killed in an encounter with SFs under Dhaudai Police Station limits of Abhujmar region in Narayanpur District.,Unknown,Security,Security
"Elsewhere in the District, another tribal was shot dead by the Maoists at Gangloor.",Maoist,Maoist,Maoist
The Maoists ransacked four houses belonging to local leaders of the ruling Communist Party of India-Marxist.,Maoist,Maoist,Maoist
"Four Maoists including two women surrendered before Police in Kondagaon District of Chhattisgarh citing ""sexual exploitation"" of women members by senior cadres.",Maoist,Maoist,Maoist
Four troopers of the CRPF and a deputy commandant were killed while another trooper was critically injured when the CPI-Maoist cadres triggered a landmine explosion targeting the car they were travelling in near Lalgarh in West Midnapore District.,Maoist,Maoist,Maoist
"Three TPC cadres were killed and three others arrested during an encounter between the Police and extremists in the Kumbha Begwari village of Hazaribagh District. The arrested were identified by Ram Kumar Ganju, Binay Munda and Rajesh Munda. The slain extremists, however, were not identified.",Security,Security,Security
One Police personnel was killed and another injured in a Maoist attack on the National Highway 34 at Chakulia in the North Dinajpur District.,Maoist,Maoist,Maoist
A group of about 20 armed CPI-Maoist cadres attacked a road construction company's camp site at Motipur in Muzaffarpur District a little after January 10 midnight and burnt nine heavy vehicles and machineries worth about INR 30 million.,Maoist,Maoist,Maoist
A Police constable was killed and two others were injured during an encounter between Police personnel and CPI-Maoist cadres near Wajeda forest area in the Khammam District.,Unknown,Maoist,Maoist
"The CPI-Maoist cadres have killed a civilian, identified as Rupesh Chandra Gope (40), at Badagudru village under Jatia Police Station limits in West Singhbhum District. Michael S. Raj, SP, West Singhbhum District said ""Yes, Rupesh was close with the Police, creating an impression among the rebels that he was a Police informer. The rebels have killed the man, suspecting him to be the informer.""",Maoist,Maoist,Maoist
"Seven left-wing extremists, including six CPI-Maoist cadres, and one belonging to Praja Pratighatna faction of the CPI-ML, surrendered before the Warangal District Superintendent of Police V. C. Sajjanar.",Maoist,Security,Security
"Four CPI-Maoist cadres, identified as Rameshwar Anchala (29), Maniram Anchala (40), Shyamlal Dugga (30) and Shanvalu Ram (45), were arrested during a combing operation under the Koyalibeda Police Station limits of Kanker District of Chhattisgarh.",Security,Security,Security
Police recovered a landmine and cache of explosives suspected to be planted by CPI-Maoist cadres from Songupt road under Roopjhar Police Station limits in Balaghat District.,Maoist,Maoist,Maoist
"Konapuri Ilaiah alias Sambashivudu, a former top ranking Naxalite and presently a politburo member of TRS was killed by unidentified persons in Nalgonda District while he was returning to Hyderabad from Nalgonda District along with his supporters in car after attending programme in support of a separate Telangana State. He along with his supporters was waylaid and attacked near Gokaram village in Velgonda mandal.",Unknown,Unknown,Unknown
"In the same District, Police recovered eight landmines, weighing two kilograms each, in steel cans planted by suspected CPI-Maoist cadres targeting the Police engaged in combing operations in Kothaguda mandal. According to Police sources, four landmines were recovered between Konapur and Potlapur villages on the cart track and other four were recovered from a junction leading to Alligudem, Pochapur and Chouledu villages near Damerathogu.",Maoist,Maoist,Maoist
"CPI-Maoist cadres killed a record-keeper of a Self Help Group federation, Pobitra Khosla, at Bagam village under Narayanpatna Police Station in the Koraput District. Khosla was coordinating with different women's groups of Narayanpatna and was on the CPI-Maoist hit list for his liaison with Government officials.",Maoist,Maoist,Maoist
"Two Maoist militias identified as Udunu Huika (47) and Dumri Huika (35), from Narayanpatna block of Koraput District surrendered before DIG of Police, south-west range Devadutta Singh and Koraput SP Awinash Kumar.",Maoist,Maoist,Maoist
A CPI-Maoist 'commander' was killed by SFs in an encounter in Kanker District. The encounter started in the forests close to Aalparas village under Koyalibeda Police Station limits when a team of a DRG was out on an anti-Maoist operation in the region,Security,Security,Security
"Maoists torched a private passenger bus in Sukma District after asking passengers to alight from the bus. The bus was heading towards Hyderabad from Jagdalpur when about 50 armed Maoists surrounded the bus near Tahakwada dense forest on NH-30. Subsequently, SFs were rushed to the spot in a MPV keeping in view the sensitivity of the region. Near Tahakwada, Maoists fired few rounds on the MPV but soon fled from the spot as the back-up forces reached there and launched retaliatory action.",Maoist,Maoist,Maoist
"G. S. Marawi, the Additional Superintendent of Police (Dantewada) and a Special Police Officer, Bhunesh, sustained serious injuries when they stepped on a pressure-mine planted by the Maoists.",Maoist,Maoist,Maoist
"Suspected CPI-Maoist cadres set ablaze two vehicles and assaulted employees of the Indal Bauxite Mining Company inside the dense forest of Tewarpat under Bishunpur Police Station in Gumla, in the Netarhat plateau region which is rich with bauxite deposits. Reports.",Maoist,Maoist,Maoist
