incident_summary,raw_output,true_civilians,pred_civilians,true_maoist,pred_maoist,true_government_officials,pred_government_officials,true_security,pred_security,true_private_property,pred_private_property,true_mining_company,pred_mining_company,true_government_infrastructure,pred_government_infrastructure,true_non_maoist_armed_group,pred_non_maoist_armed_group,true_no_target,pred_no_target
Two more Maoists were arrested in Kaudi forest bordering Keonjhar-Sundargarh-Angul and Deogarh Districts during combing operation and as many country made guns were seized from their possession.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPI-Maoist cadres killed two villagers at Kishtapur in Gadchiroli District.,Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The cadres of the CPI-Maoist exploded three landmines and opened fire at joint forces in Bibihari-Madhupur and Keodesole forest areas of West Midnapore District during a raid.,Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Three Maoist 'commanders' were arrested. Ajay Yadav alias Nandu, a sub-zonal commander of the CPI-Maoist, was arrested from Charaki village in Chatra District. The other two were arrested from Badigaha village of the same District. One of them was identified as Jamuna alias Jethan Paswan, a zonal commander of the Kisan Krantikari Committee, a frontal organization of the CPI-Maoist. Police have seized two revolvers, live cartridges and Maoist literature from the arrested Maoists.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Company Commander of Chhattisgarh Special Task Force (STF) Lav Bhagat and a Constable Shiv Kumar were killed in an encounter with Maoists near Harra Koder village under Mardum Police Station area of Bastar District. Bodies of two women Maoists have also been recovered from the spot.,"Security, Maoist",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Six cadres of CPI-Maoist were arrested from Rajalkonda forest in Malkangiri District of Odisha during a joint operation by the Odisha Police and BSF. Arrested Maoists were members of Malkangiri division of the CPI-Maoist. They were mostly active in Kalimela area of Malkangiri District for past eight to nine years.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hundreds of PCPA supporters and students were baton-charged at Gohumidanga High School near Dharampur in Lalgarh area when they held a demonstration to protest the institute being used as a camp by the SFs. Approximately 16 people was injured in the baton-charge.,"Civilians, Security",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Police arrested three CPI-Maoist cadres from Jhadapapda village under Pendry Police station limits of Gadchiroli District. The arrested Maoists were involved in several incidents in neighbouring District of Kanker in Chhattisgarh. The arrested Maoists have been brought to Kanker.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Around 11.30 pm (IST), a group of 50-60 cadres of the CPI-Maoist in military fatigue raided the house of a local leader of the ruling CPI-M, Badan Paramanik, in Burudih village in Purulia District. Badan, whose name figures on the Maoist hitlist, had been staying away from home for some time. Failing to find him, the Maoists assaulted his son Goutam and wife Sabitri outside their home and warned that all of them would be killed if Badan did not quit the party immediately. They set ablaze to a haystack in the house before leaving. The Maoist group then went to the house of Chunnu Gorai at the other end of the village and asked him to hand over his licensed gun. ""As I refused to do so, they threatened to blow up my house using landmines. My wife then urged me to hand over the gun and I did so. The Maoists left, but only after hurling a few bombs outside our house in a bid to create panic among villagers,"" Gorai said.","Government Officials, Private Property, Civilians",1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"A Maoist cadre, identified as Sanyasi Sagria (18), surrendered before SP, Ashish Singh in Balangir District.",No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Police recovered 250 kilograms of explosive material and 1500 detonators from a jeep at Lalganj area in the Mirzapur District. According to the State Home Ministry, the explosives were brought possibly by the CPI-Maoist from Bihar.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maoists dug up roads, felled trees and dropped pamphlets to disrupt traffic in remote areas of Bastar division during a bandh that adversely hit normal life.","Government Infrastructure, Private Property",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"The CPI-Maoist cadres shot dead a senior central committee leader of the JMM and wounded one of his associates at Patamda off Jamshedpur in the East Singhbhum District. Doren Singh Munda (48) was a close aide of former State land revenue minister Dulal Bhuiyan and had an active role in the movement for creation of Jharkhand as a separate State in 2000. Police said four motorcycle-borne militants raided Patamda village around 8.30am (IST), saw Munda and his assistant sitting outside the leader's house and started firing indiscriminately from their automatic weapons. Munda died on the spot.",Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
An exchange of fire between the Police and the Maoists was reported in Tapdole forest under Takaurgarh Police Station limits in Angul District.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Police arrested Joydeb Mahato, spokesperson of the Maoist-backed PCPA, from a village in Jhargram in West Midnapore District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPI-Maoist cadres killed a resident of Kothi village in Gadchiroli District after labelling him as a Police informer.,Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Six left-wing extremists belonging to the Jharkhand Badshah group were arrested from several remote villages in Sundargarh District during raids on their hideouts. The extremists were operating in Raibaga, Biramitrapur, Hatibari and Rajgangpur Police limits.",Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SF recovered large quantity of explosives from a CPI-Maoist hideout in a village under Imamganj Police Station area in Gaya District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Around 50 to 60 armed cadres of the CPI-Maoist raided Sewai village in the Gaya District and abducted two cadres of the rival Sashashtra People's Morcha.,Non-Maoist Armed Group,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Six Police personnel and a civilian were killed and one Policeman went missing when the CPI-Maoist cadres blew up their vehicle in the Gumla District.,"Security, Civilians",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Jharkhand Jaguar troopers and CRPF personnel busted two artificial bunkers of Maoists on Jhumra Hill in Gomia block of Bokaro District. Jharkhand Police seized grenades, live cartridges, can bombs and other items hidden by the Maoist in the forest. Commenting on the matter, Bokaro SP A. Vijaylaxmi said they launched a search operation following intelligence inputs about movement of a Maoist squad headed by its leader, Santosh Mahto. ""We have recovered two hand grenades, 10 kilograms cane bomb, live cartridges of AK-47 and Insas rifles besides naxal literature,"" said Vijaylaxmi.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres set ablaze a dumper of Bihar State Bridge Corporation and assaulted labourers at Piprahighat in Sitamarhi District. Over 25 Maoist cadres surrounded the place where work was in progress, sprayed kerosene and petrol to set ablaze the dumper, sources said.","Government Infrastructure, Private Property, Civilians",1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"Cadres of the CPI-Maoist killed three members of the ruling CPI-M at Ranjia village under Shalboni Police Station area in West Midnapore District late in the night. The dead bodies were recovered by the Police in the morning of October 1. The victims were identified as Anadi Mahato, Radhanath Mahato and Bhakti Mahato. Anadi was a local CPI-M leader and member of Lalgeria Gram Panchayat (village level local self Government institution). Radhanatah and Bhakti too were local CPI-M leaders.",Government Officials,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Heavy exchange of fire took place between Hawk Force of State Police and an armed squad of CPI-Maoist in Machurda forest area under Birsa Police Station in Balaghat District of Madhya Pradesh. Encounter started when a strong Hawk Force contingent entered Machurda forest area during routine patrolling came under firing by the Maoists, however, no casualty was reported from either side.","Security, Maoist",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist cadres shot dead Naresh Das, the husband of Pancha Devi, village head of Nazari panchayat (village level local administration body) under Lakhmipur block in the Jamui District.",Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The CPI-Maoist killed two villagers by slitting their throats in Langalkata village, under K. Bolang Police station in Sundargarh District. According to sources in Rourkela Police, about 200 armed Maoists barged into the village in the wee hours and abducted six villagers at gun point. All the hostages were taken to a nearby school building where villagers had reportedly a heated exchange of words. Subsequently, four villagers were let off while two were killed.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In a joint operation with the CRPF's CoBRA, the State Police arrested two cadres of the PLFI, a breakaway faction of the CPI-Maoist, in Banrago village in Karra in the District. The arrestees were identified as 'area commander' Barnawas Bakhla (28) and his aide Tahsulang Munda (19). The Police also recovered two 9-mm pistols along with nine rounds from the duo.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Police arrested two persons identified as K. Sambaiah (45) and P. Prasad alias Babu (32) from Huzurabad Sub-Division in Karimnagar District. Sambaiah, a resident of Kazipet and Babu from Ramagundam mandal procured a tapancha and an air-pistol and started extortions pretending to be Naxalites (LWE), SP N. Shivashankar Reddy said. The Police recovered a tapancha, an air-pistol, a motorcycle and INR 3, 000 cash from their possession.",Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cadres of the CPI-Maoist detonated three landmines and opened fire towards a Police party in a remote place in the G.K. Veedhi mandal of Visakhapatnam District. However, no causalities were reported on either side. Police also recovered three kit bags of the Maoists near the incident site.","Maoist, Security",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Police and the CRPF have launched a joint operation to break the financial resources of the Maoists in East Singhbhum District who collect levy from contractors in the area. The SF personnel arrested two Maoist supporters carrying cash collected from a contractor in the form of levy to hand over to Maoist leader Ranjit Pal alias Rahul, who was the prime accused in the killing of JMM MP Sunil Mahato.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Five Maoists suspected to have been involved in operations against Police forces were arrested from two locations in Bijapur District of Chhattisgarh. Potam Shankar (28), Araiya Dinesh (19) and Araiya Ganpat (19) were arrested from Gauraram village under Maded area of the District by a joint patrolling team of District Police, Chhattisgarh Sashastra Dal and CRPF. Another joint team arrested Pinnapalli Rajesha (22) and Gavdi Nagaiya (20) from Sairkonta village under Cherpally Police limits.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadres of the CPI-Maoist captured the 628 Down Barwadih-Mughalsarai passenger train carrying more than 100 passengers near the Heyagarha station in Latehar District.,"Civilians, Private Property",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A joint team of SOG and DVF busted a gun-making factory of the CPI-Maoist at Dulagunda under Kalimela Police limits in Malkangiri District. The total haul included seven live grenades, four single barrel muzzle loading rifles, motor, weighing machine, recoil springs for use in manufacturing of guns, huge quantity of tools for use in manufacturing of guns, explosives and splinter, gelatine, cortex and electric wire, explosive powder, detonators, tiffin cases and batteries were seized. Besides, four tiffin bombs each weighing 5 kg, four pressure mines and Maoist uniforms and literature were also recovered. Sources said that the unit was being run by the technical unit of the AOBSZC, led by Ram Krishna alias RK. The technical team of AOBSZC and Kalimela area committee was being led by Damodar alias Bellam Narayan Swamy, a Special Zonal Committee member and Mettur Joga Rao, alias Tech Shankar. Shankar is a Divisional Committee Member.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Some 300 CMAS cadres had gheraoed the Police Station demanding removal of Central Reserve Police Force (CRPF) personnel from the area. They were opposed to the combing operation of Security Force personnel against the Maoists. It was alleged that they also entered into a scuffle with the CRPF personnel posted near the Police Station. Some CMAS members broke open the lock of the main gate of the Police Station and rushed inside. They tried to snatch an AK47 and an SLR rifle held by the sentries of the Police Station and run away. During this tussle to snatch the firearm, one rifle went off and the bullet hit the inspector in charge of the Police Station in his leg. The sentries posted on the rooftop of the Police Station fired at the persons who were trying to escape snatching the firearms. As per initial reports more than 20 rounds were fired. Two of the CMAS activists died on the spot. Before this incident, insurgents had cut down trees to block the Bandhugaon-Narayanpatna road since morning.","Security, Maoist",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The Bayyaram Police intercepted a motorcycle near Kambalapalli village in Bayyaram mandal and arrested another two suspects. The arrested were identified as Ch. Veerabhadram (24) and E. Kiran Kumar (20). The Police recovered one pistol and one revolver besides 41 live rounds of 8 mm rifle, seven live rounds of 12 bore gun, two cell phones, a motorcycle and INR 9,500 in cash from the duo, the SP said adding that the accused had extorted money from several businessmen and also committed seven street robberies.","Security, Private Property",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"CPI-Maoist cadres killed one person and released 300 others held hostage by them in Sukma District. The Maoists had rounded up hundreds of residents of Morenga village in Sukma District on May 8, ahead of a visit by Prime Minister (PM) Narendra Modi on May 9 to launch several development projects in nearby Dantewada District, another hotbed of Maoist insurgency. “The rebels killed one villager identified as Sadaram who used to coordinate the construction activities of a bridge. He was killed in a “Jan Adalat” (kangaroo court) held by Maoists. Around 300 tribals returned to their village at around 9 pm”, Sukma District Superintendent of Police (SP) D Sharawan said. Maoists in Dantewada had called a two-day bandh (shut down strike) and asked villagers to boycott PM Modi’s visit.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police recovered a huge cache of arms hidden by the suspected cadres of the CPI-Maoist in the Bhalua forest area of Gaya District. The arms cache which included 200 detonators, 126 tiffin bombs, timers and few wires was hidden inside a 250-litres tank.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Five Maoists, including three carrying cash rewards on their heads, surrendered before Police in Bijapur District. Surrendered Maoists were identified as Hemla Paklu (28), Budhram Kowasi (24), Hemla Pandu (25), Motu Parsa (19) and Hemla Budhram (35). Of them, Paklu, a member of military platoon no. 12 was carrying a reward of INR 200, 000, while INR 100, 000 each was announced for the arrest of militia company commander Budhram and Awapalli militia commander Pandu.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"The CPI-Maoist cadres axed a Police trooper, identified as Lalsu Pungati and then shot him dead from close range in a weekly market in Gyrapatti village in Korchi tehsil of Gadchiroli District.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The Maoists demolished the building of another upgraded middle school at Chananwar village under Khaira block in Jamui District. The school had 14 rooms.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Thirteen Maoists were arrested by the Police from Bijapur District. Eight Maoists were arrested from Ponjer village,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Four officials of the Jharkhand Mines Department are suspected to have been kidnapped by Naxalites in the Roro hills near Chaibasa of West Singhbhum District.,Government Officials,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Six cadres of the Udaya faction of a Naxalite group shot dead a civilian, identified as Jiti Jagaranga, and injured another at Gunupur in the Rayagada District. He was shot dead for his linkages with Shanti Sena, a group opposed to them.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Police detected and seized standing opium crops on a 10-acre plot in Hasadi village under the Nauhatta Police Station area in the Kaimur Hills in the District during a combing operation.,No Target,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A 50 kilogram bomb planted by the CPI-Maoist was recovered by a patrolling team of the Chhattisgarh Police on a road in a forest pocket of Bijapur District.,"Security, Government Infrastructure",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"Maoists killed a 50 year-old tribal person at a remote village in Koraput District, suspecting him to be a Police informer. The dead body of the person was found today with his throat slit and a letter left near it saying that he was killed after being identified to be a Police informer, said Y J Rao, Sub-Divisional Police Officer (SDPO), Laxmipur. However, Rao rejected the Maoist allegation that the person was a Police informer. The victim, identified as a resident of Manasdapadar village, was also accused of extorting money from people by posing to be a Maoist agent.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maoists numbering about 200 entered the premises of prosperous farmers Arun Kumar Singh, Sunit Kumar Singh and his brother Manoj Kumar Singh located at village Lakrihaar under the Dharhara Police Station in the Munger District and looted about 400 mounds of paddy stacked there. The extremists loaded the paddy on the tractor of farmer Arun Kumar Singh and drove towards the forest area. When the caretakers protested, the Maoists set ablaze a go down as a result of which furniture were reduced to ashes, Police said, adding the Maoists also assaulted the caretaker.","Civilians, Private Property",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"A landmine, triggered at Mahur in the Hussainabad constituency of Palamau District, killed a Policeman and injured two others, Superintendent of Police Jatin Narwal said.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist couple, identified as Hungaram and his wife Mase, wanted in a number of cases including murder and attempt-to-murder, were arrested from Rengabeda village in Narayanpur District, in a joint operation by the District Police, Chhattisgarh Sashastra Bal and Special Task Force.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hundreds of villagers in the Lalgarh area fled as Security Forces (SFs) started combing operations and arrested three CPI-Maoist cadres.,"Maoist, Civilians, Security",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Yetapaka Police of East Godavari District arrested two CPI-Maoist cadres.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Tuna Pradhan, was arrested and forwarded to court by the personnel of G. Udayagiri Police Station in Kandhamal District. He is a resident of Sakdai village in the limits of the Police Station.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Cadres of CPI-Maoist killed Kishori Das of Kasthiniya village under Dumaria PS area of Gaya District, Bihar.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A powerful IED was recovered by SFs at National Highway No. 30 in Chhattisgarh's Sukma District.,Security,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Four CPI-Maoist cadres, identified as Sonaram Yadav, Dharma Nage, Massa Netam and Tulsiram Netam, residents of Barda village under Badedonger Police Station area, surrendered before the Police at Jagdalpur in Bastar District.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"One CPI-Maoist cadre, identified as Gopi alia Nageswara Rao, was killed in an exchange of fire with Police at Birubulanarva in the Prakasam District. However, five others managed to escape. Two tapanchas (country-made revolvers) and a kit bag were recovered from the incident site.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Police arrested two CPI-Maoist cadres from West Bengal for allegedly attacking Jharkhand Mukti Morcha (JMM) Orissa unit chief Sudam Marandi, authorities said. ""We have arrested two Maoists involved in the attack on Sudam Marandi on October 13. They have been arrested from Gopiballav Police Station areas of West Bengal. Prime suspect Lossor Tudu along with his accomplice Jasai Soren have been arrested,"" Mayurbhanj’s Superintendent of Police Dayal Gangwar said. A weapon and few live bullets were recovered from them.","Government Officials, Maoist",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A CRPF trooper was injured in a pressure bomb blast triggered by the CPI-Maoist in Sukma District. The incident occurred this morning when a team of 74th battalion of CRPF was on its way for security duty at Chintalnar weekly market, Sukma SP D. Shrawan said. Ahead of the weekly market, a Constable accidentally came in contact with a pressure bomb planted by the Maoists that exploded injuring him, he added. ""The jawan sustained minor injuries on his legs in the incident,"" the SP added.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Officials at the Police headquarters said that another Maoist was shot dead in Bijapur District's Jungla locality.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personnel of BSF unearthed a secret CPI-Maoist dump of arms and ammunition in Malkangiri District of Odisha. Acting on a tip off regarding presence of Maoists, BSF personnel had started a search operation in Pitakonda forest under Kalimela Police Station and seized the Maoist dump which included three SBML guns, two spare barrels of guns, one hand grenade, one magazine of AK-47 rifle, 18 rounds of AK-47 ammunition, five detonators, other things of Maoist use like their propaganda materials, clothes, medicines etc.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police arrested seven Maoists, identified as Dhaniram alias Umesh Salam (25), Bajju alias Dhallar (40), Shankar Salam (20), Shitu Sori alias Kamlesh Lohar (22), Shankar Netam (26), Lacchan Salam (25) and Rupji alias Mehattar Salam (28), during a search operation carried out in Mahrabeda area under Dhaudai Police Station limits in Narayanpur District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local businessman Kartik Chalak was hacked to death at bandhgora near Jhargram in West Midnapore District,Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Police recovered a huge quantity of explosives, including a powerful landmine and several detonators, following after an encounter with the Maoists in the Budhua village of Rohtas District. Acting on an intelligence tip-off that hundreds of Maoists had assembled at Budhua village on the occasion of the foundation day of the outfit, a patrol party raided the village, leading to the exchange of fire between the two sides. After a five-hour-long battle, the Maoists managed to escape and the Police recovered a 75-kilogram powerful landmine and several detonators from the spot.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Assistant sub-inspector (ASI) Dilip Kumar Sinha, posted at Bande Police Station, was shot dead by Maoists in Kanker District.",Security,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Police claimed to have arrested a woman CPI-Maoist 'commander' in capital Ranchi. The arrestee, whose identity the Police did not disclose immediately, was arrested from a colony situated under Sukhdeonagar Police Station. Police said a Self-Loading Rifle and live cartridges were recovered from her possession.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A 'sub-zonal commander' of the CPI-Maoist was killed in an encounter with the Police while another 'sub-zonal 'commander' of the outfit was arrested at Madanpur village in the Palamau District. The incident occurred after the Maoists opened fire on a Police patrolling party.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CPI-Maoist cadres kill an employee of the Gomia government hospital, identified as Bhagwat Sav, at Lalpiniya Chowk in the Bokaro District.",Civilians,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cadres of the CPI-Maoist beheaded one person, alleging him to be a police informer, near the upgraded middle school in Charaiyan village under Charkapathar Police Station area of Sono block on the Sono-Khaira road in Jamui District. Handwritten posters with the message, 'Saar kalam kar diya gaya. Jan adalat ka yahi faisla hai police ki mukhbiri karne ke liye' (has been beheaded. The jan adalat took this decision for a police informer), were strewn around the body.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Palaka Raja Rao alias Kiran, a member of Kondabariki dalam (squad) of the outfit, surrendered to the Police at Palakonda in the Srikakulam District.","Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The SFs foiled a major bid of the CPI-Maoist by recovering a 10-kilogram tiffin bomb hidden beneath the soil on a road near Dornapal in Sukma District of Chhattisgarh.,"Maoist, Government Infrastructure",0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Suspected LWEs set ablaze three dumpers of a road construction firm and a motorcycle of an employee at Panchan Bazar in Gaya District,Private Property,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Bihar Police destroyed a bunker of the CPI-Maoist on a hill top near Chatro village under Khaira Police Station limits in Jamui District. Confirming the report, Jamui SP Jayant Kant said a team of security personnel comprising CRPF battalion and the District Police seized 100 kg of amonium nitrate powder, huge quantities of food grains including about half-a-dozen packets of flour bags, mustard oil jars, packets of Amul Spray milk, soap, sanitary napkins, garments, bangles, besides emergency medicines, torches, SIMs of different mobile service providers, and a very powerful telescope. However, the Maoists managed to escape.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Sundergarh District Police arrested three left-wing extremists, believed to be connected with the Jharkhand Badshah group. The extremists were holding a meeting inside the house of a civilian at Jampani village under Theteidang Police station along the Orissa-Jharkhand border.","Maoist, Civilians",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Odisha Police recovered a massive arms and ammunition dump of CPI-Maoist that included 15 landmines, 17 detonators and 6 pressure bombs from deep inside forests in Rayagada District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police sources said that the Maoists destroyed a cell tower in Aurangabad District in the State.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"The Maoists set ablaze 12 sand-laden trucks at Gidheshwar Ghat under the Khaira Police Station area in the District, during their two-day East Bihar and Jharkhand bandh agitation to protest the arrest of their five leaders from various places in Bihar and Jharkhand, Police sources said. No casualties were reported in these incidents, the sources added.",Private Property,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SFs busted a CPI-Maoist camp and arrested two Maoists following a gun battle with them in the forest area of Palarmeta in Narayanpur District of Chhattisgarh.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ravindra Kumar, a BJP member in Koderma District, arrested for having links with LWEs. Ravindra Kumar alias Raju Mehta, is the proprietor of 'Sarang Explosive' and said to be an active member of the BJP at Phulwaria of Domchanch in Koderma District",Government Officials,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A Maoist cadre, identified as Laba Kimbaka, was arrested by Security Forces near Dangasorada under Chandrapur block in Rayagada District.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cadres of the Korukonda Dalam (squad) of the CPI-Maoist blew up a cell tower of BSNL at Lambasingi under Chintapalli mandal in Visakhapatnam District.,Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"CPI-Maoist 'protection team deputy commander', Yellam Surender alias Rathnam (25), surrendered before Karimnagar SP V. Ravinder in the Karimnagar town of Karimnagar District.",Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Police claimed to have injured a few Maoists in an encounter in Raigarh District. SP Rahul Sharma said a group of around 30 Maoists attacked a Police team which was conducting a combing operation near Pardhiyapali village.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"16 Police personnel, including five women constables, were killed during a three-hour long encounter with a group of armed CPI-Maoist cadres near the hills of Hatti Tola in Gadchiroli District. The encounter took place when a team of 16 member Police party led by Inspector Ashok Aiyyar was busy in clearing the Dhanora-Murumgaon road of the District, which was blocked by the CPI-Maoist by felling trees during their two-day long bandh call from May 20 in the Bhandara, Gondia and Gadchiroli areas. The Maoists after killing all 16 Police personnel also looted their arms and ammunition and set ablaze the two Police vehicles.","Security, Maoist",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Three PLFI cadres, including an 'area commander', were arrested in Khunti District. PLFI 'area commander' Ganpat Gope alias Ghora, and his seven-eight associates had assembled on the outskirts of Palankir village in Rania, some 50 kilometres from Khunti District headquarters. Acting on a tip-off, the Police raided the village and seeing the Police the rebels opened fire. The Police retaliated and fired around 12 rounds. The rebels tried to flee taking advantage of the darkness but Ghora was caught following a hot chase. His associates, however, managed to give Police the slip. Later, during a search operation, the Police finally arrested Dhaneshwar Nag and Suresh Mahto. A 9mm pistol, cartridges, 11 mobile phones, six Sim cards, two magazines, a tablet, two backpacks and two motorcycles were found during this raid. ""Ghora figures as a named accused in over a dozen criminal cases of serious nature. The criminal antecedents of the other two rebels are being verified,"" SP of Khunti, Anish Gupta said. PLFI is a splinter group of the CPI-Maoist.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The cadre of PLFI, a breakaway faction of the CPI-Maoist, killed a youth by slitting his throat in Gumla District. The victim is identified as Surendra Sao, a resident of Bakre village in the District, Police said.",Civilians,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
