incident_summary,raw_output,true_armed_assault,pred_armed_assault,true_arrest,pred_arrest,true_bombing,pred_bombing,true_infrastructure,pred_infrastructure,true_surrender,pred_surrender,true_seizure,pred_seizure,true_abduction,pred_abduction
"Security Forces (SFs) recovered seven powerful improvised explosive devices (IEDs) in Khunti District. The inter-connected IEDs were planted near a canal on the Salgadih-Baridih path in the District, Deputy Superintendent of Police A. K. Roy said. While one IED weighed 60 kilograms, the other six were of 20 kilograms each and all connected with a 200 metre wire, Roy said. Naxalites (left-wing extremists) had planted the explosives with an aim to target the SFs who are engaged in area domination ahead of the April 16 elections in the Khunti parliamentary constituency.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Three Maoists, identified as Jugal Kendruka, Sugriva Nachika and Jibita Kendruka, were arrested during a joint operation by personnel of Koraput District Police and SOG in Dumsil area under Narayanpatna Police Station limits.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Police killed four Pedabayalu dalam cadres of the CPI-Maoist, including three women cadres, in an encounter at Amidala village in the G. Madugula mandal of Visakhapatnam District. Police also recovered two .303 rifles, two double barrel breech loading guns, five kit bags and a tapancha from the incident site.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"The Security Forces (SFs) recovered a landmine planted beneath a culvert at Zarzari village under Bishnugarh Police Station of Hazaribgah District. Briefing the media, Deputy Commissioner-cum District Returning Officer Vinay Kumar Choubey said that the SFs recovered the landmine weighing 50 kilograms while patrolling the Bishnugarh-Gomia road. The officer said that the SF personnel, who were patrolling the area on foot, heard the sound of an explosion and saw smoke billowing out of the culvert. Subsequently, they conducted a thorough search of the culvert and found the landmine lying underneath it. A bomb squad, which accompanied the SFs, immediately deactivated the landmine, he added.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
Suspected cadres of the CPI-Maoist set ablaze a BJP's election campaign vehicle seeking votes for party candidate at Patgachha village under Gumla Police Station area in Gumla District of Jharkhand. Party's campaign materials being carried in the vehicle were also burnt by the Maoists who warned people campaigning for the BJP of dire consequences if they do it again.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Dead bodies of two civilians abducted by the CPI-Maoist on June 9 were recovered from a pond near Banda village in the Dantewada District.,"Abduction, Armed Assault",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"A special police party and a group of CPI-Maoist cadres were involved in an exchange of fire near Nadimineeda in Siribala area of the G.K. Veedhi mandal of Visakhapatnam District. The exchange of fire lasted for about 15 minutes, said SP Koya Praveen.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A large quantity of explosive material, suspected to have been hidden by the CPI-Maoist cadres for making landmines and bombs, was unearthed at Pusatadh forest in the Gaya District. Superintendent of Police, Amit Jain, told that acting on a tip-off from arrested Maoist ‘commander’ Ajay Kanu, security forces conducted a search and found 10 bags, each containing 50 kilograms of ammonium nitrate.","Seizure, Bombing",0,0,0,0,0,1,0,0,0,0,1,1,0,0
"About 100 Maoists attacked and ransacked a Government approved foreign liquor shop at Padia village under Kalimela Police Station in Malkangiri District. This was the fourth attack by the Maoists on the same shop. After damaging the shop and stock, the Maoists targeted and ransacked the house of a villager who was selling foreign liquor illegally.",Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CPI-Maoist cadres on August 10 detonated explosions targeting the house of a BJP MLA in the Kanker District. Police sources told Press Trust of India, ""Using a tiffin bomb, an Improvised Explosive Device (IED), the Maoists triggered the blast in wee hours on Friday and exploded the house of Vikram Usendi, a former minister and a current BJP MLA at Pakhanjur, about 210 km from the state capital."" Since the house was vacant no one was injured in the incident, while the explosion damaged a portion of the building. Some leaflets were left behind by the Maoists at the site.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Two Maoists were arrested by the Police from Madded forest in Bijapur District of Chhattisgarh. ""Matti Ram Babu (32) and Dubba Setthi (30) were arrested from Bagapalli village under Madded Police Station of Bijapur,"" claimed Bastar range IG, S.R.P. Kalluri.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"At least five Naxalites were injured in an encounter with a team of Gadchiroli District Police in the forest area of Kotni under Kasansur sub-Police station in Etapalli tehsil (revenue division). A small cache of arms including a rifle, three Bharmars (manually loading guns), three kilograms of explosives, a hand grenade, 41 live cartridges, 300 feet long wire, along with pittus (backpacks), uniforms, literature and medicines were recovered from the site.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Two CPI-Maoist cadres were arrested in Bastar District. ""Piso Kadkami, 32, and Aayta Vetti, 33, were apprehended from the forests of the Darbha Police Station limits following a specific input,"" Bastar SP R.N. Dash said. The SP added a five kg IED, ten gelatine rods and five detonators were recovered from the Maoists.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
Six armed Maoists including two females surrendered before Police in Koraput District of Odisha. All of them were part of the SKDC under AOBSZC of the CPI-Maoist.,Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A truck loaded with wood belonging to forest officials was blown up by CPI-Maoist cadres near Naghur forest area in the Kanker District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"A couple was burnt alive by suspected CPI-Maoist cadres in the Palamau District due to their land dispute with a Maoist 'commander', Police said. ""Divesh Singh and his wife, Devbrati Devi were burnt alive at Saraidih village by suspected Maoist rebels,"" Palamau's Superintendent of PoliceJatin Narwal told IANS. Around 10 to 15 extremists raided the Saraidih village, 180 kilometers from Ranchi in the night of December 26 and set Divesh's house on fire. The couple who were sleeping at the time were burnt alive. The extremists left a pamphlet at the spot, terming the couple ""Police informers"". According to Narwal, Divesh had a land dispute with Mahendra Bhuiya, an 'area commander' of the CPI-Maoist.","Armed Assault, Infrastructure",1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Police engaged Maoists in an encounter near Bairamgadh in the Bijapur District. However, no casualties were reported.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Five CPI-Maoist cadres were arrested and weapons recovered from them after a brief exchange of fire near Sonhat village under Raghunathnagar Police Station limits in Balrampur District.,"Arrest, Armed Assault, Seizure",0,1,1,1,0,0,0,0,0,0,1,1,0,0
CPI-Maoist cadres killed a trader for defying the call of general strike in Malkangiri.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two PLFI cadres, identified as Baijnath (19) and Ramkeshwar (19), were arrested from Jagbadi village forests in Balrampur District. They were close aides of Bokha, 'commander' of PLFI, who is trying to expand its group on the Chhattisgarh-Jharkhand border.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A teenage boy, identified as Vishnu Amarsingh Dhanliya (18) from Belgaon village, was injured in an explosion when he tried pulling out a CPI-Maoist banner in Mumgaon at Dhanora taluka in Gadchiroli District.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
Armed cadres of the CPI-Maoist caused extensive damage to a panchayat (village level local self-government institution) office in Andrahal village under Khairput block of Malkangiri District.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The CPI-Maoist cadres fired on a long range patrolling team at Dumarjhar village under Bhelwaghati Police Station areas of Giridih District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A PLFI cadre, identified as Pratap Singh, surrendered with his locally-made pistol and 10 rounds of ammunition before the Police at Khunti.","Surrender, Seizure",0,0,0,0,0,0,0,0,1,1,0,1,0,0
"The Police arrested four alleged Maoists, including two women, near Paikmal at Amarpali on State Highway-3 in Bargarh District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"After the killing, Police launched an operation in the area during the operation Police exchanged fire with Maoists near the Damrancha Police post and which lasted about half an hour in Perivalli in Gadchiroli District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Another CPI-Maoist squad attacked a CRPF platoon near Hassanpur village under the Atri Police station of Gaya District. The CRPF platoon was returning after a combing operation to flush out Maoists from villages under the Konch Police station of the District. The CRPF personnel retaliated and in the encounter that lasted about 30 minutes neither side suffered any casualties. A large cache of arms and ammunition including three rifles earlier looted from a Police station, an SLR, a country-made rifle, and over 300 live cartridges of various calibers were recovered from the fleeing Maoists. CPI-Maoist area commander Hridaya Ravi Das was subsequently arrested by the security forces.","Armed Assault, Arrest, Seizure",1,1,1,1,0,0,0,0,0,0,1,1,0,0
"A suspected woman Maoist cadre, identified as Mangoti Korram, who was allegedly involved in violence during panchayat elections early this year (2015), was arrested under Amabeda Police Station area in Kanker District. She was carrying a reward of INR 100,000 on her head. Korram was a member of Kiskodo LOS and allegedly involved in looting of EVMs at Alanar village during panchayat polls held in 2015.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
A Special Task Force trooper was killed and another injured in a gun fight with CPI-Maoist cadres in Sukma District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Six vehicles, engaged in the doubling of railway tracks at Tudaparas Camp, six km from Dantewada District headquarters in Chhattisgarh, were set ablaze by CPI-Maoist cadres. The Maoists first drove away labourers engaged in doubling tracks and then set ablaze a JCB machine, a poclain machine, a dozer and three other vehicles after breaking their tanks.",Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"In a bid to disrupt the parliamentary elections, cadres of the CPI-Maoist blew up a paramilitary BSF bus ferrying the BSF personnel from Ladhup to Arah at a place about 125 kilometres from capital Ranchi in Latehar District, killing seven BSF personnel, one helper and the civilian driver of the bus on April 16. The BSF personnel were returning after patrolling. The Deputy Commissioner of Police, Sarvendu Tathagat, said a helicopter was flown to the spot for rescue operation, adding an encounter is going on.","Bombing, Armed Assault",0,1,0,0,1,1,0,0,0,0,0,0,0,0
"CPI-Maoist cadres killed an alleged 'police informer' in a busy market area at Harladih, 30 kilometers from the District headquarters of Giridih in Jharkhand.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Six Naxalites belonging to the Janashakti dalam (squad) were arrested at Jeevakona in the Chittoor District while holding a meeting. Charu Sinha, Superintendent of Police of Chittoor, informed that the Janashakti dalam was virtually wiped out from the District with the arrests.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Maoists killed three persons, including a contractor involved in the collection of tendu (tobacco) leaves, in the Basuguda area of Dantewada District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Police seized a cache of explosives, including 500 gelatin sticks, 4,000 detonators, 25 wire bundles and 40 kgs of ammonium nitrate after raiding a house of one Babula Pasha at Giriprasad Nagar in Mahabubabad town of Warangal District in Andhra Pradesh.","Seizure, Infrastructure",0,0,0,0,0,0,0,1,0,0,1,1,0,0
Gadchiroli Police claimed to have killed at least three CPI-Maoist cadres in an encounter at Madveli in the Gadchiroli District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two Naxalites, including Rachakonda Narayana alias Kiran, commander of Yellandu dalam (squad) of the Praja Prathighatana group, were killed in an encounter with the Police near Moddulagudem village in the Warangal District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ahead of the visit of the Union Rural Development Minister Jairam Ramesh to Nuapada District of Odisha on February 16, Police unearthed four landmines at Barkot.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
A group of around 40 cadres of CPI-Maoist set ablaze 27 vehicles at a road construction site near Lekha (Menda) village on Godalvahi-Dhanora road in Gadchiroli District of Maharashtra.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Harish Rahgdale (27), a trooper of the Madhya Pradesh Police's Hawk Force (HF), was killed and Kamlesh, another trooper, injured in an ambush by the CPI-Maoist cadres near Sitapala in Balaghat District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Two persons identified as Tapan Mahato and Altaf Mian were arrested from the Indrabani and Jaljali forest area of Jhargram in West Midnapore District,Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"In a joint operation carried out by the Jharkhand Police and CRPF, approximately 800 kilograms of explosive material, including gelatine sticks, were recovered from a Maoist hideout in the forest area of Latehar District. The raid was carried out on the basis of information given by an arrested Maoist ‘zonal commander’ Abhishek. However, the CPI-Maoist cadres managed to escape after a fierce encounter. 12,000 rounds of ammunition, 15 rifles (SLR and AK-47), a huge quantity of detonators, incriminating documents and a bagful of Maoist literature - comprising details of their recently held congress – were seized by the Police.","Seizure, Armed Assault",1,1,0,0,0,0,0,0,0,0,1,1,0,0
Two women the Maoist cadres surrendered before Police in Narayanpur District.,Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Two CPI-Maoist cadres, identified as, Satish alias Shankar Oraon and Mahesh, were arrested during a raid in Simdega. A total of 25 gelatine sticks, a locally-made pistol, bullets, six electronic detonators, a motorcycle, three mobile sets, INR 2,400 and 25 sheets of Maoist notes were recovered from them.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"The Police official said a Maoist identified as Dinesh Pandit was arrested from Chiraiya village in Sheohar District. Acting on a tip off, the Police raided and arrested Pandit and recovered a semi-automatic pistol from him. SP, Natasha Guriya said the Maoist was suspected to be involved in several criminal activities in Sheohar and Sitamarhi Districts.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A 'sub-zonal commander' of the PLFI, identified as Ranjit Toppo (30), was arrested on a tip-off from Thethaitanger area in Simdega District. Toppo was released from Simdega divisional jail on provisional bail in June this year. But he didn't mend his ways thereafter and continued his association with the rebel outfit.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"SF personnel busted CPI-Maoist training camp, following an encounter with the Maoists during a search operation conducted, in Jappemarka forests in Bijapur District.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,0,1,0,0
Cadres of the CPI-Maoist shot at a man identified as Chedi Singh in Lohardaga District for donating land to the Police to set up a picket at Chatti village in the District. The condition of Singh was stated to be critical.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A top CPI-Maoist leader, identified as Madhav alias Golla Ramullu who carried INR 4, 00,000 reward on his head, was killed in an encounter with SFs in Malkangiri District.","Armed Assault, Arrest",1,1,0,1,0,0,0,0,0,0,0,0,0,0
"Four CPI-Maoist cadres, including two women of the Kalinga Nagar division of the CPI-Maoist, surrendered in Keonjhar District. The arrestees have been identified as Sambari Munda (18) of Rebana village under Daitari Police limits, Rambati Hembram (20) of Asanbahali village under Ghasipura Police limits, Aiban Tiu (20) of Panga village under Telkoi Police limits and Dharani (22) of Tungurubahali village under Telkoi Police limits. Sambari surrendered with a gun and 18 rounds of bullets in the presence of Deputy Inspector General of Police (western range) Y K Jethwa and Superintendent of Police (Keonjhar) Ashish Kumar Singh.","Surrender, Seizure",0,0,0,0,0,0,0,0,1,1,0,1,0,0
"A suspected Maoist, identified as Raje Singh, was arrested during a search operation carried out by SFs at Davdi Salhebhata village near Udanpur base camp of BSF in Kanker District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Mahadev Mangaruji Waghade, an officer of the BDDS was injured when a detonator exploded while defusing land mine explosives planted by the CPI-Maoist cadres in Gadchiroli District of Maharashtra. The Maoists had put up a red banner on the main road to Kamalapur village in Rennaplli sub-division in front of Bhagvantrao School. ""Peoples War Group (PWG) and NCCI unity day Jindabad by CPI (Maoist)"" was written on the banner.","Bombing, Infrastructure",0,0,0,0,0,1,0,1,0,0,1,0,0,0
"A woman cadre of the CPI-Maoist was killed during a gunbattle between the Police and the Maoists in Banjipali area on the foothills of Gandhamardan forests in Bolangir District, Police said. Personnel of elite anti-Maoist SOG were conducting combing operation in Bajipali forests under Khaparakhol police station when they were fired upon by the Maoists which led to the gun battle",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"More than two dozen Maoists, including three women, surrendered before SFs in Narayanpur District. ""A total of 27 Naxal cadres, including three women, surrendered today. They will be given rehabilitation grants as per government schemes,"" officials said.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"A group of CPI-Maoist cadres carried out a raid on the Mahadevsaal railway station in the West Singhbhum District, assaulting its assistant station master and disrupting train services on the Rourkela-Chakradharpur section. Maoists numbering 12, dragged the assistant station master Y.C. Sawaiya out of his cabin along with a porter and assaulted him with iron rods. The official is undergoing treatment with serious head injuries. The Maoists left the spot when they saw a train approaching the station.","Armed Assault, Seizure, Infrastructure",1,1,0,0,0,0,0,1,0,0,0,1,0,0
"Two Maoists, Vijay Uike (38) and Samru Mahavir Uike (45), were arrested by a joint team of the BSF and District Police from Khairkatta forest in Kanker District of Chhattisgarh. Both the Maoists have many offences registered against them in different police stations, informed Kanker SP R.N.Das.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Suspected cadres of a CPI-Maoist 'action team' shot dead a home guard at Parnashala in Dummugudem mandal in Khammam District of Andhra Pradesh.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"The East Singhbhum District Police recovered and subsequently defused nine ‘cans bombs’ near Digha village under Ghatshila Police station. ""Two of the can bombs weighed 10kg, whereas the remaining seven bombs were of comparatively lesser power, ranging from 2kg to 3kg,"" said the East Singhbhum Superintendent of Police, Navin Kumar Singh. He also said that the ‘can bombs’ were planted by the left-wing extremists to cause damage to the Police and paramilitary forces.","Bombing, Seizure",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Police recovered around 22 kilograms of explosives and 11 live cartridges of 315 bore, seven detonators, two flash guns, one rifle and Maoist literature from Kumrahi forest area during an anti-Maoist operation in the Latehar District. The Director General of Police V. D. Ram confirming the recovery said, ""We have recovered explosives and arms and ammunitions besides Maoist literatures while carrying out Operation Guard under Manika Police Station in Latehar.""","Seizure, Bombing",0,0,0,0,0,1,0,0,0,0,1,1,0,0
"Two cadres of the CPI-Maoist, identified as Setu Kendruka of Dandabadi village and Naga Kendruka of Chintaguda village, were arrested by SOG personnel in Maoist-affected Narayanpatna block of Koraput District. According to Police, the arrested Maoists have more than eight major cases related to murder, attempted murder and other incidents of Maoist violence pending against them. They were allegedly involved in the attack on Narayanpatna Police Station in November 2009.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Police shot dead two cadres of the CPI-Maoist during an exchange of fire in a forest near Kankadahandi Police post area in the Dhenkanal District. Four other persons were detained for their alleged involvement in Maoist activities. Deputy Inspector General of Police (Northern range), Arun Kumar Sarangi, said that the Maoists took away the bodies of the slain cadres. ""Police have seized a cache of arms and ammunition including a rifle, a revolver, a flask bomb, 75 live bullets and Maoist uniforms from the spot,"" Sarangi added.","Armed Assault, Arrest, Seizure",1,1,1,1,0,0,0,0,0,0,1,1,0,0
"A 'Zonal Commander' of the CPI-Maoist, Raghu Chamar, was arrested from his residence at Jhari village in the Aurangabad District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The armed cadres of the CPI-Maoist abducted six labourers engaged in construction of a road under the PMGSY at Bengabad, under Bengawar Police Station near Baghmara in Giridih District. Rampati Kushwaha, the contractor of the Parditand-Sariya road project, said that a group of about 100 armed Maoists reached the makeshift camp shortly before midnight where the labourers were resting with their families and set ablaze four vehicles of the project and later, the Maoists abducted the six workers - identified as Nirmal Singh, Congress Das, Pravin Verma, Umesh Singh, Alam Ansari and Siraj Ansari - all from neighbouring Bihar at gunpoint.","Abduction, Armed Assault, Infrastructure",0,1,0,0,0,0,1,1,0,0,0,0,1,1
"Three women CPI-Maoist cadres were arrested following an encounter in the Chatra District. The Superintendent of Police, Akhilesh Kumar Jha, said that a 'firing squad' of the CPI-Maoist confronted security forces at Gheighat village in the Chatra District and both sides exchanged fire for half an hour. He also said, ""some Maoists fled the area following the strong retaliatory action, but three women extremists of the firing squad were overpowered and apprehended along with two rifles, 42 bullets and INR 10,000 in cash.","Arrest, Armed Assault, Seizure",1,1,1,1,0,0,0,0,0,0,1,1,0,0
"Suspected CPI-Maoist cadres abducted three persons, including a forest guard, from areas close to the Similipal National park in the Mayurbhanj District. While the forest guard, identified as Prakash Mukhi, was abducted at Baunsapala village, the other two, both members of the ""Green Brigade"" formed to protect the sanctuary, were taken away from Phulajhari village. Two other ""Green Brigade"" activists who were picked up managed to escape and walked a long distance to the forest range office at Bangiriposhi to inform of the incident. The Maoists also burnt down a forest beat house at Baunsapala village before leaving.","Abduction, Infrastructure",0,0,0,0,0,0,0,1,0,0,0,0,1,1
"Three mobile handsets, five SIM cards, a transistor and a numbers of diaries containing contact numbers were recovered during a surprise raid by the Hazaribagh District and Police administration at Lok Nayak Jai Prakash Narayan Central Jail. Sources said the team recovered two mobile phones- one from CPI-Maoist leader Narayan Sanyal (82) and the other from former sub-zonal commander of the outfit Sunil Ganjhu - both of who are lodged at high-security wards.",Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Police recovered cache of explosives from a CPI-Maoist hideout, around Heso Forest area, in Ranchi District of Jharkhand.","Seizure, Bombing",0,0,0,0,0,1,0,0,0,0,1,1,0,0
"Three cadres of the CPI-Maoist, including two female cadres, were killed in an encounter with the Police in remote Burudi forest near Tandki village of Malkangiri District. Odisha DGP Sanjiv Marik confirmed the encounter.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two bodies of the Maoists were recovered after two separate encounters with the District Police in the Bijapur District. Along with the bodies of two rebels, an INSAS rifle, one 12-bore gun and other items were recovered from the spot, Awasthi said. ""There were intelligence inputs in different areas, and at least 3,000 personnel were deployed.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Two CPI-Maoist cadres, identified as Khila Ranju alias Chanti (25), an 'area committee member', and Mangaraj Hantal, were arrested during a joint operation by BSF and Chitrakonda Police at Alampaka village of Chitrakonda reservoir in Malkangiri District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"A villager, identified as Bablu Das, was killed by CPI-Maoist cadres in Kanker District for allegedly being a 'Police informer'. Kanker SP M.L. Kotwani said Das, a resident of Sanur village under Chote Betia Police Station, was killed by Maoists last night. ""He was at home when Maoists surrounded it and shot him dead,"" SP Kotwani added.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A CRPF trooper was killed in a CPI-Maoist-triggered pressure bomb blast at Ettegata village on Injaram-Bheji road in the Dantewada District.,Bombing,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Police recovered 573 live musket rifle cartridges and 14 rounds of .22 airgun from Lekurbodi village forest under Bedgaon AOP of the Kurkheda Police Station in Gadchiroli District.,Seizure,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"Marshal Topno, a close aide of top CPI-Maoist leader Koteswar Rao alias Kishan, was arrested in West Singhbhum District during a combing operation in Maoist-hit Posaita area.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The cadres of the CPI-Maoist attacked road construction workers in Lohardaga District. Ram Gulab Sharma, SDPO, said that the Maoists were trying to extort money from the factory and in that process set ablaze the bulldozer kept outside. ""They asked for kerosene oil and I gave them. They were around 18-20 of them,"" said Pancho Devi, one of the eye witnesses.","Armed Assault, Infrastructure",1,1,0,0,0,0,1,1,0,0,0,0,0,0
A major incident was averted after the SFs recovered two IEDs laid by Maoists close to a school premises at a village in Bijapur District. The bombs weighing 2 kilograms each were planted by the Maoists at Basaguda route targeting SF personnel.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"In Giridih District, around 8.30pm, Maoists killed three persons, identified as Gulab Ansari, Mansoor Ansari and Matin Ansari, in Dudhania village under Pirtand Police station limits, around 150 kilometres from Ranchi. The Maoists believed them to be Police informers. Another person, identified as Keshar Yadav, was shot dead near the Chaki railway station under Saria Police station limits in the District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A powerful landmine planted by suspected CPI-Maoist cadres was found from underneath Shyamsunderpur - Gorbandha road in Ghatsila Sub-division of East Singhbhum District.,"Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
Two Special Police Officers and a civilian were killed by CPI-Maoist cadres in the Usur area of Bijapur Police station in the Dantewada District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A 'sub-zonal commander' of the CPI-Maoist, Pradip Yadav, was arrested with arms and ammunition from Kanda village under Bisrampur Police Station in Palamau District. Yadav was arrested when he was waiting for his squad member to join him in the night, said Dy. SP Hiralal Ravi. A country-made revolver, five live cartridges, a mobile phone, six sim cards of different companies were seized from him, he said adding Yadav has disclosed vital information about the outfit's activities and name and address of 31 Maoists operating in the Districts.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
Two people who were putting up at Dornapal relief camp were also axed to death by the Maoists in the same District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"As West Bengal launched a counter-offensive against the CPI-Maoist, the insurgents killed a leader of the ruling CPI-M and three others near Goaltore in the West Midnapore District. Their bodies, with throats slit and buried in a patch of ''shaal'' forest, were found early in the morning.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,0,1
"An active member of Kalimela Dalam of the CPI-Maoist, identified as Maka Beti (36), surrendered before Police in Malkangiri District of Odisha.",Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Police arrested ten people, including five minor girls, for allegedly helping CPI-Maoist cadres from a forest under Manika Police station area in the Latehar District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
A woman Maoist 'commander' was arrested from Gurabandha of East Singhbhum District. Police are yet to identify her. Police recovered Maoist literature and some other incriminating materials from her.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
About 15 armed cadres of the CPI-Maoist set ablaze road construction machinery and a tractor at Gouraram village in the Khammam District. They also threatened the driver with dire consequences if he continued with the road construction work.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Two CPI-Maoist cadres, including a woman cadre, were killed in an exchange of fire with SFs in Koraput District. Acting on an intelligence input, troopers of DVF conducted a combing operation in the Bandhugaon area where a group of Maoists were spotted. As the Maoists and SF personnel came face to face, an encounter erupted in which two Maoists were killed and their bodies recovered, DIG, south-west, Soumendra Priyadarshi said. One of the slain Maoists, was identified as Chitrakam Reddy alias Sitru (30), an 'area commander' of Jhanjabati division of CPI-Maoist while the other one was his wife, a woman cadre whose identity was yet to be ascertained, he said. Some arms and ammunition were also recovered from the spot.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"At least, 11 CRPF troopers were injured, in a series of blasts triggered by the CPI-Maoist, in Bokaro District of Jharkhand.",Bombing,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Around 25 cadres of the CPI-Maoist went to Satparaghata village in Gumla District and shot dead gangster Vimal Oraon and a member of the Jharkhand Sangharsh Janmukti Morcha.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Three cadres of the ruling CPI-M and one cadre of the CPI-Maoist-backed PCPA were killed in a gun-battle in West Midnapore District’s Lalgarh in the morning. Nine other CPI-M cadres have gone missing and are believed to have met with the same fate as their party comrades. Around 9.30am, the bullet-riddled bodies of the three CPI-M workers — Asit Samanta, Prabir Mahato and Naru Samanta — were found behind a bush on the Lalgarh-Dharampur road, barely 500m from CPI-M’s Dharampur local committee office. PCPA cadre Arun Mahato''s body was found later in the evening besides the Jirapara canal.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
